"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","RelevantID_First Click","RelevantID_Last Click","RelevantID_Page Submit","RelevantID_Click Count","Q1_consent","MetaDataQ_Browser","MetaDataQ_Version","MetaDataQ_Operating System","MetaDataQ_Resolution","Q2_lang-DE","Q3_lang_EN","Q4_gender","Q5_age","Q6_residence","Q7_household-size","Q8_household-income","Q9_drivers-license","Q11_car-purch-intent","Q12_EV-experience","Q12_EV-experience_8_TEXT","Q13_car-ownership","Q14_EV-use","Q14_EV-use_8_TEXT","Q15_mobility-usage","Q15_mobility-usage_9_TEXT","Q16_PT-subscr","Q16_PT-subscr_7_TEXT","Q18_PT-spend","Q19_PT-spend-t","Q21_car-spend","Q22_car-spend-t","Q24_EV-range-commute","Q25_EV-range-all","Q27_mob-subscr-inter","Q28_mob-subscr-WTP","Q30_mob-subscr1-PI","Q32_mob-subscr2-PI","Q34_mob-subscr3-PI","Q36_mob-subscr4-PI","Q38_mob-subscr5-PI","Q39_mob-subscr-rank_1","Q39_mob-subscr-rank_2","Q39_mob-subscr-rank_3","Q39_mob-subscr-rank_4","Q39_mob-subscr-rank_5","Q39_mob-subscr-rank_0","Q40_EV-adv","Q40_EV-adv_8_TEXT","Q41_EV-disadv","Q41_EV-disadv_9_TEXT","Q42_end-of-survey","opp","rid","V","gid","sname","enc","isNew","Q_TotalDuration","test","version","test2","gc","term","Q42_end-of-survey - Topics","Q12_EV-experience_12_TEXT - Topics","Q14_EV-use_13_TEXT - Topics","Q41_EV-disadv_18_TEXT - Topics","Q40_EV-adv_12_TEXT - Topics","EV adv. others - Topics","Q16_PT-subscr_10_TEXT - Topics","Q13_12_TEXT - Topics"
"2019-06-04 12:27:22","2019-06-04 12:33:49","0","100","386","1","2019-06-04 12:33:50","R_SVo4FtKL0XQp3Mt",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.108","0","1","Chrome","74.0.3729.169","Macintosh","1440x900","0",NA,"1","31","9","1","4","1","1","0","-99","1","0","-99","3","-99","1","-99","10","1","25","1","1","2","4","3","2","4","4","5","3","3","4","2","1","5","6","1,3,7","-99","1,3,4","-99","-99","Qual2380-2904Switz","5cf6476a-b3c1-8a18-98aa-6652d51f0fb3","H",NA,NA,"0","True","386",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 15:40:53","2019-06-04 15:50:23","0","100","570","1","2019-06-04 15:50:24","R_0oo8y8YsgM2wOD7",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.122","0","1","Safari iPhone","12.1","iPhone","375x667","0",NA,"1","32","4","3","9","1","1","1","-99","3","1","-99","1,4","-99","1,7","U-Abo","3","2","3","2","1","1","3","2","3","3","3","3","4","1","5","4","3","2","6","1,2,4","-99","3,4,5","-99","War nicht schlecht","Qual2380-2904Switz","5cf674d8-4203-098f-0c79-1f6c84bff716","H",NA,NA,"0","True","570",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 19:08:46","2019-06-04 19:16:46","0","100","479","1","2019-06-04 19:16:46","R_1oGtzQAg0mSJeGD",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.022","0","1","Chrome","73.0.3683.103","Windows NT 10.0","1920x1080","0",NA,"1","46","1","1","3","1","1","6","-99","1","0","-99","2,3,4,8","-99","1,4","-99","6","1","19","1","1","11","2","2","2","2","2","1","1","2","6","3","4","5","1","1,5,7","-99","2,3,6","-99","-99","Qual2380-2904Switz",NA,"H","200586","b-11Ydn_ORiBtH9fDtdtd4M8krM","40514",NA,"479",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 19:21:24","2019-06-04 19:25:07","0","100","222","1","2019-06-04 19:25:07","R_1mwqyM959OtjQLI",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","1.019","0","1","Firefox","67.0","Windows NT 6.3","1366x768","0",NA,"1","31","6","3","3","1","1","1,2,4,5,7","-99","1","5,6","-99","3,5,7","-99","8,4","-99","7","1","13","1","7","10","2","7","4","4","3","4","4","1","4","5","3","2","6","3,4,6","-99","3,4,6","-99","---","Qual2380-2904Switz","5cf6a87b-a249-0a2a-331d-4d9ae5e0cc7c","H",NA,NA,"0",NA,"222",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 20:01:44","2019-06-04 20:12:34","0","100","650","1","2019-06-04 20:12:35","R_2TSMKYkXN6KZ1YC",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","2.173","0","1","Firefox","67.0","Macintosh","2560x1440","0",NA,"1","41","1","2","7","1","1","0","-99","2","0","-99","2,4","-99","1","-99","3","1","20","1","2","3","4","1","2","2","3","2","2","2","5","1","4","6","3","6,7","-99","1,8","-99","-99","Qual2380-2904Switz",NA,"H","200606","b-11Ydn_ORiBtH9fDtdtd4M8krM","41454","True","650",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 20:28:41","2019-06-04 20:33:40","0","100","298","1","2019-06-04 20:33:41","R_3Ljsvv93VPf88pP",NA,NA,NA,NA,"47.1371002197265625","7.24609375","anonymous","IT","0","0","1.225","0","1","Chrome","67.0.3396.87","Android 9","360x740","1","0","0","41","20","5","-2","1","1","3","-99","2","3","-99","1","-99","7","-99","4","2","4","2","1","1","3","2","3","3","3","4","4","1","2","3","4","5","6","3,5","-99","3,5,7","-99","-99","Qual2380-2904Switz",NA,"H","200620","b-11Ydn_ORiBtH9fDtdtd4M8krM","42112",NA,"298",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 20:48:42","2019-06-04 20:51:46","0","100","183","1","2019-06-04 20:51:47","R_3s0yy9oJnxIRFTh",NA,NA,NA,NA,"47.4730987548828125","9.511199951171875","anonymous","IT","0","0","1.012","0","1","Chrome","73.0.3683.86","Windows NT 10.0","1280x720","0",NA,"0","26","20","3","5","1","1","1","-99","2","1","-99","1","-99","6","-99","40","1","3","2","3","7","3","1","3","3","3","3","3","1","4","3","5","2","6","2","-99","1","-99","-99","Qual2380-2904Switz","5cf6bd04-42dc-b7e9-30d4-8b779e713d98","H",NA,NA,"0","True","183",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 21:01:06","2019-06-04 21:17:16","0","100","970","1","2019-06-04 21:17:17","R_30ohxejUEAcoBAF",NA,NA,NA,NA,"47.55810546875","8.289093017578125","anonymous","DE","0","0","1.029","0","1","Chrome","67.0.3396.87","Android 8.1.0","960x600","0",NA,"1","51","6","1","9","1","1","1,6","-99","1","6","-99","2,4","-99","0","-99","4","1","14","1","1","10","5","2","2","2","3","4","3","5","4","1","2","3","6","1,2,3","-99","1,2,6","-99","-99","Qual2380-2904Switz",NA,"H","200634","b-11Ydn_ORiBtH9fDtdtd4M8krM","42770",NA,"970",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 21:11:51","2019-06-04 21:28:20","0","100","988","1","2019-06-04 21:28:21","R_Om9wJVZiDjI8mSl",NA,NA,NA,NA,"46.8498992919921875","9.53289794921875","anonymous","DE","0","0","1.142","0","1","Chrome","51.0.2684.0","Windows NT 6.1","1366x768","0",NA,"1","46","10","4","8","1","1","0","-99","2","0","-99","1,2","-99","7","Halbtags","1","1","45","1","2","5","4","8","4","1","1","1","1","1","5","3","4","6","2","3,5,6","-99","1,4,5","-99","war alles okay","Qual2380-2904Switz",NA,"H","200637","b-11Ydn_ORiBtH9fDtdtd4M8krM","42911","True","988",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 21:31:13","2019-06-04 21:35:15","0","100","241","1","2019-06-04 21:35:16","R_3oMznczBg3kXbcU",NA,NA,NA,NA,"47.42340087890625","9.369598388671875","anonymous","DE","0","0","1.127","0","1","Chrome","74.0.3729.157","Android 9","360x748","0",NA,"1","22","6","4","7","1","1","0","-99","2","6,0","-99","-1","-99","4","-99","6","1","21","1","4","6","4","5","5","5","2","2","4","2","3","5","4","6","1","1,2","-99","4,7","-99","-99","Qual2380-2904Switz","5cf6c6fb-e46c-ae9a-a926-40719ecd538d","H",NA,NA,"0","True","241",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 21:15:17","2019-06-04 21:36:56","0","100","1298","1","2019-06-04 21:36:57","R_22nTDl7YJranJD7",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.126","0","1","Safari iPhone","12.1","iPhone","414x736","0",NA,"0","23","21","3","5","1","1","0","-99","2","0","-99","1,4","-99","0","-99","1","1","111","1","-1","-1","4","2","3","1","4","3","3","1","2","5","4","3","6","1,2,5","-99","2,6","-99","-99","Qual2380-2904Switz",NA,"H","200638","b-11Ydn_ORiBtH9fDtdtd4M8krM","42958","True","1298",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 21:20:53","2019-06-04 21:37:08","0","100","974","1","2019-06-04 21:37:08","R_dgJWk9lM64ZLcfT",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","FR","0","0","1.039","0","1","Chrome","74.0.3729.157","Android 6.0.1","360x640","0",NA,"0","53","23","3","4","1","1","0","-99","1","0","-99","2","-99","1,7","Verbund abo mehrere Zonen im Kanton Waadt","1","2","30","1","1","8","3","1","2","2","2","2","2","3","4","1","2","5","6","2,3,4","-99","1,2,6","-99","-99","Qual2380-2904Switz",NA,"H","200639","b-11Ydn_ORiBtH9fDtdtd4M8krM","43005","True","974",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 21:29:30","2019-06-04 21:38:01","0","100","511","1","2019-06-04 21:38:02","R_2ashdur8F3qIkdt",NA,NA,NA,NA,"47.1255035400390625","7.24029541015625","anonymous","DE","0","0","1.122","0","1","Safari iPhone","12.1.1","iPhone","375x812","0",NA,"1","46","6","1","4","1","1","1,2,3,6","-99","1","0","-99","2","-99","1,4,7","-99","10","1","2","1","2","2","5","2","1","3","3","4","2","5","4","1","2","3","6","3,4,7","-99","1,4,6","-99","Sehr interessante Befragung auch was für verschiedene Abos angefacht sind","Qual2380-2904Switz",NA,"H","200643","b-11Ydn_ORiBtH9fDtdtd4M8krM","43193","True","511",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 21:51:09","2019-06-04 21:55:55","0","100","285","1","2019-06-04 21:55:55","R_3Ezn7yXSP3hwsOX",NA,NA,NA,NA,"47.3495025634765625","8.1880035400390625","anonymous","FR","0","0","1.108","0","1","Chrome","74.0.3729.169","Macintosh","1280x800","1","0","1","24","24","3","6","1","1","2","-99","2","2","-99","2","-99","1","-99","1","2","4","2","-1","11","4","1","3","2","4","4","4","2","1","3","4","5","6","1,6,7","-99","7","-99","-99","Qual2380-2904Switz","5cf6cb9c-661d-8534-4004-7097106c490f","H",NA,NA,"0","True","285",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 21:45:50","2019-06-04 22:02:25","0","100","994","1","2019-06-04 22:02:26","R_1ptKAWLElH7q2c9",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","FR","0","0","1.11","0","1","Firefox","66.0","Windows NT 10.0","1366x768","0",NA,"1","50","23","4","7","1","1","2,3,4","-99","2","0","-99","0","-99","0","-99","35","1","111","1","8","8","2","1","1","1","1","1","1","6","4","2","3","5","1","1,4,7","-99","1,4,6","-99","-99","Qual2380-2904Switz",NA,"H","200649","b-11Ydn_ORiBtH9fDtdtd4M8krM","43475","True","994",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 21:58:45","2019-06-04 22:05:56","0","100","430","1","2019-06-04 22:05:57","R_WdLwAM1vUwwYodX",NA,NA,NA,NA,"46.4629974365234375","6.843505859375","anonymous","FR","0","0","1.029","0","1","Chrome","67.0.3396.87","Android 8.0.0","360x740","0",NA,"1","58","23","2","5","1","1","0","-99","2","0","-99","0","-99","0","-99","1","1","1","1","3","3","5","2","3","3","5","3","3","4","5","1","3","2","6","2,4,7","-99","1,4,6","-99","-99","Qual2380-2904Switz",NA,"H","200654","b-11Ydn_ORiBtH9fDtdtd4M8krM","43710","True","430",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 22:10:16","2019-06-04 22:18:21","0","100","484","1","2019-06-04 22:18:22","R_1INxuEv04Pg65ic",NA,NA,NA,NA,"46.5511016845703125","6.555999755859375","anonymous","FR","0","0","1.014","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1920x1080","1","0","1","50","23","2","2","1","1","0","-99","1","0","-99","6","-99","1","-99","5","2","6","2","1","1","4","5","3","3","3","4","3","1","2","3","5","4","6","2,3,4","-99","1,3,5","-99","-99","Qual2380-2904Switz","5cf6d00d-bdc5-6ccc-1684-1fe76ec59631","H",NA,NA,"0","True","484",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 22:15:23","2019-06-04 22:20:17","0","100","294","1","2019-06-04 22:20:17","R_xcthjh9AxcOGPVT",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","FR","0","0","2.154","0","1","Firefox","67.0","Windows NT 10.0","1451x816","0",NA,"0","36","23","2","4","1","1","7","-99","1","1","-99","1","-99","2","-99","5","1","5","2","8","7","3","9","3","3","3","3","3","1","4","5","2","6","3","2,4","-99","2,4,5","-99","-","Qual2380-2904Switz","5cf6d149-c165-1315-aa13-6d3d98a55186","H",NA,NA,"0","True","294",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 22:09:11","2019-06-04 22:24:57","0","100","946","1","2019-06-04 22:24:58","R_2qrQzei2gbG5V8p",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.063","0","1","MSIE","11.0","Windows NT 6.1","1366x768","0",NA,"1","64","22","2","3","1","1","0","-99","1","6","-99","4,8","-99","0","-99","1","1","4","2","1","2","1","1","1","1","1","1","1","1","2","3","4","5","6","1,2,4","-99","9","keines","-99","Qual2380-2904Switz",NA,"H","200658","b-11Ydn_ORiBtH9fDtdtd4M8krM","43898","True","946",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 22:15:47","2019-06-04 22:25:48","0","100","601","1","2019-06-04 22:25:49","R_2vZGY6uqCF9SBV8",NA,NA,NA,NA,"47.050506591796875","8.306396484375","anonymous","DE","0","0","1.012","0","1","Chrome","74.0.3729.169","Windows NT 6.1","1440x900","0",NA,"1","63","12","2","4","1","1","1","-99","1","0","-99","2,4","-99","0","-99","3","1","3","2","1","11","4","2","1","1","2","1","2","2","6","3","5","4","1","1","-99","1","-99","-99","Qual2380-2904Switz",NA,"H","200660","b-11Ydn_ORiBtH9fDtdtd4M8krM","43992","True","601",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 22:28:17","2019-06-04 22:33:41","0","100","323","1","2019-06-04 22:33:42","R_3nVKl5KJn5v67bp",NA,NA,NA,NA,"47.4709930419921875","9.4228057861328125","anonymous","DE","0","0","1.128","0","1","Chrome","74.0.3729.157","Android 8.0.0","360x760","0",NA,"1","23","6","4","4","1","1","1,5","-99","4","6","-99","1","-99","2,7","-99","6","1","6","2","5","6","2","5","1","3","4","5","2","6","2","1","3","5","4","3","-99","2","-99","Nichts","Qual2380-2904Switz","5cf6d45c-21c3-8c48-745a-6d91c3f1baf0","H",NA,NA,"0","True","323",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 22:34:41","2019-06-04 22:37:59","0","100","198","1","2019-06-04 22:38:00","R_3PYpRed9nllblMD",NA,NA,NA,NA,"47.4611053466796875","9.3860015869140625","anonymous","DE","0","0","1.14","0","1","Edge","17.17134","Windows NT 10.0","1536x864","0",NA,"0","21","21","4","7","1","1","6","-99","1","6","-99","5","-99","6","-99","9","1","1","1","3","1","4","3","3","5","4","2","1","1","5","2","3","4","6","5,6","-99","5","-99","-99","Qual2380-2904Switz",NA,"H","200663","b-11Ydn_ORiBtH9fDtdtd4M8krM","44133","True","198",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 22:59:24","2019-06-04 23:06:36","0","100","432","1","2019-06-04 23:06:37","R_rrTgN0l8xqtc7bH",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.032","0","1","Chrome","67.0.3396.87","Android 8.0.0","360x640","0",NA,"0","45","17","1","4","1","1","0","-99","1","0","-99","2,4,8","-99","1","-99","4","1","40","1","1","1","1","1","1","1","1","1","1","1","5","2","4","3","6","1,3,6","-99","1,4,6","-99","-99","Qual2380-2904Switz",NA,"H","200666","b-11Ydn_ORiBtH9fDtdtd4M8krM","44274","True","432",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 00:02:31","2019-06-05 00:07:56","0","100","325","1","2019-06-05 00:07:57","R_xAiOmiPFz3mIQff",NA,NA,NA,NA,"47.5709075927734375","8.2465057373046875","anonymous","DE","0","0","1.009","0","1","Firefox","67.0","Windows NT 6.1","1280x800","0",NA,"1","38","1","1","4","1","1","1,6","-99","1","1,6","-99","1,2,4","-99","1","-99","3","1","1","1","7","6","1","1","3","3","2","3","3","2","5","1","4","3","6","6,7","-99","1,4","-99","-99","Qual2380-2904Switz","5cf6ea66-fe36-4be0-2a4e-19aed531d3a1","H",NA,NA,"0",NA,"325",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-04 23:57:36","2019-06-05 00:13:52","0","100","976","1","2019-06-05 00:13:53","R_1iecf0n7rYzjzHH",NA,NA,NA,NA,"46.181396484375","8.8509979248046875","anonymous","EN-GB","0","0","1.016","0","1","Edge","17.17134","Windows NT 10.0","1824x1216","0",NA,"0","44","23","4","3","1","1","1,2,3","-99","2","0","-99","2,4","-99","1","-99","10","1","31","1","1","6","4","8","3","4","2","2","2","2","4","1","5","3","6","4","-99","1,2","-99","-99","Qual2380-2904Switz",NA,"H","200672","b-11Ydn_ORiBtH9fDtdtd4M8krM","44556","True","976",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 00:22:55","2019-06-05 00:29:51","0","100","416","1","2019-06-05 00:29:52","R_12yAmsFgolHcylP",NA,NA,NA,NA,"47.2136993408203125","7.9846954345703125","anonymous","DE","0","0","1.011","0","1","Chrome","73.0.3683.90","Android 9","393x851","0",NA,"0","32","1","7","9","1","1","1,2,3,4","-99","0","8","-99","2,3,4,6,7,8","-99","1","-99","8","1","5","2","3","9","4","2","2","2","3","3","3","3","2","1","5","4","6","3,4,6","-99","1,2,3","-99","-99","Qual2380-2904Switz","5cf6ef24-8662-ddd1-10fd-7f395a7e5121","H",NA,NA,"0","True","416",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 05:06:10","2019-06-05 05:09:14","0","100","183","1","2019-06-05 05:09:15","R_3PNzZKWcRZ2f7rf",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","FR","0","0","1.006","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1536x864","0",NA,"1","55","23","3","2","1","1","8","diesel","1","8","diesel","1","-99","6","-99","3","1","12","1","3","5","5","4","4","3","5","4","4","1","5","2","4","3","6","4","-99","4,5","-99","-99","Qual2380-2904Switz",NA,"H","200676","b-11Ydn_ORiBtH9fDtdtd4M8krM","44744","True","183",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 06:28:15","2019-06-05 06:32:15","0","100","239","1","2019-06-05 06:32:16","R_3PzrL30mcKLqrCC",NA,NA,NA,NA,"46.5511016845703125","6.555999755859375","anonymous","FR","0","0","2.964","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1600x900","0",NA,"1","43","23","3","6","1","1","6","-99","1","6","-99","1","-99","6","-99","9","1","19","1","5","7","4","4","3","4","5","4","4","5","4","1","3","2","6","2,4,6","-99","2,3","-99","-99","Qual2380-2904Switz",NA,"H","200680","b-11Ydn_ORiBtH9fDtdtd4M8krM","44932","True","239",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 06:38:56","2019-06-05 07:42:34","0","100","3817","1","2019-06-05 07:42:34","R_Dl8H383kpXcuHgB",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","IT","0","0","1.018","0","1","Chrome","74.0.3729.157","Android 9","360x740","0",NA,"1","41","25","2","7","1","1","1,3","-99","0","0","-99","2,3,4","-99","6","-99","4","2","3","2","10","-1","4","3","3","4","3","4","3","2","1","4","3","5","6","2,3","-99","2,3,4","-99","-99","Qual2380-2904Switz","5cf7475b-5360-aff4-3230-c4eb829a9c70","H",NA,NA,"0","True","3817",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 08:04:30","2019-06-05 08:07:41","0","100","190","1","2019-06-05 08:07:42","R_1NaHDoUTEWMkMun",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","FR","0","0","1.142","0","1","Chrome","67.0.3396.87","Android 8.0.0","360x640","0",NA,"0","23","24","4","1","1","1","2","-99","3","5","-99","1","-99","1","-99","1","1","1","1","3","1","4","1","2","2","2","4","4","2","4","3","1","6","5","7","-99","8","-99","Gut","Qual2380-2904Switz","5cf75b68-b4c8-e4e8-01d1-39269511bbf8","H",NA,NA,"0","True","190",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 08:26:08","2019-06-05 08:37:50","0","100","701","1","2019-06-05 08:37:51","R_3M4lDfrITUSD9o0",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","FR","0","0","1.119","0","1","Safari iPhone","Unknown","iPhone","375x667","1","0","1","36","11","3","5","1","1","6","-99","1","0","-99","1","-99","6","-99","3","2","3","2","5","6","3","2","3","3","4","3","3","2","3","1","4","6","5","4","-99","3,5","-99","-99","Qual2380-2904Switz",NA,"H","200699","b-11Ydn_ORiBtH9fDtdtd4M8krM","45825","True","701",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 08:32:33","2019-06-05 08:37:51","0","100","318","1","2019-06-05 08:37:51","R_x0dPE10CzwLKh3z",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.015","0","1","Firefox","66.0","Macintosh","1440x900","0",NA,"0","22","25","4","6","1","1","0","-99","2","0","-99","2,4,8","-99","4","-99","11","1","2","2","4","6","4","6","3","3","4","4","3","2","4","3","1","5","6","1,4,7","-99","1,3,6","-99","-99","Qual2380-2904Switz",NA,"H","200702","b-11Ydn_ORiBtH9fDtdtd4M8krM","45966","True","318",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 08:59:39","2019-06-05 09:07:36","0","100","477","1","2019-06-05 09:07:37","R_3m7RVKOpL9Ew7kT",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.009","0","1","Chrome","74.0.3729.169","Macintosh","1280x800","0",NA,"0","46","25","4","3","1","1","0","-99","4","0","-99","2,4","-99","0","-99","1","1","3","2","5","5","3","3","3","3","3","4","2","1","5","2","3","4","6","1,2,3","-99","1,2,3","-99","-99","Qual2380-2904Switz",NA,"H","200715","b-11Ydn_ORiBtH9fDtdtd4M8krM","46577","True","477",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 09:05:28","2019-06-05 09:09:13","0","100","224","1","2019-06-05 09:09:14","R_1pyr9GJUm0uiQPI",NA,NA,NA,NA,"46.802398681640625","7.15130615234375","anonymous","FR","0","0","1.114","0","1","Safari iPad","12.0","iPad","768x1024","0",NA,"1","39","24","4","6","1","1","2","-99","2","2,5","-99","1,2,5","-99","6","-99","6","1","10","1","7","6","4","10","3","2","3","4","5","1","2","3","4","5","6","4","-99","4,6","-99","-99","Qual2380-2904Switz",NA,"H","200718","b-11Ydn_ORiBtH9fDtdtd4M8krM","46718","True","224",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 08:55:49","2019-06-05 09:21:14","0","100","1525","1","2019-06-05 09:21:15","R_25FNxUWX7kviTJH",NA,NA,NA,NA,"47.497100830078125","8.4521942138671875","anonymous","DE","0","0","1.007","0","1","Chrome","74.0.3729.169","Windows NT 6.1","1536x864","0",NA,"0","53","25","3","-2","1","1","2","-99","2","0","-99","2,4","-99","0","-99","2","1","5","2","2","11","4","2","4","4","5","3","3","5","2","1","4","3","6","1,3,4","-99","1,4,9","Licium abau","-99","Qual2380-2904Switz",NA,"H","200712","b-11Ydn_ORiBtH9fDtdtd4M8krM","46436","True","1525",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 09:21:37","2019-06-05 09:26:31","0","100","294","1","2019-06-05 09:26:32","R_3r1l3VzadJAw3WC",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.012","0","1","Chrome","74.0.3729.169","Windows NT 6.1","1536x864","0",NA,"1","31","25","2","4","1","1","1,6","-99","2","0","-99","4,8","-99","0","-99","1","1","3","1","6","6","3","1","2","1","4","2","2","3","4","1","2","5","6","2,3,4","-99","1,2,4","-99","-99","Qual2380-2904Switz","5cf76d78-52ca-8db0-9e14-68d5b4c627c7","H",NA,NA,"0","True","294",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 09:03:17","2019-06-05 09:37:06","0","100","2029","1","2019-06-05 09:37:07","R_AvyA0KSRI9fGV21",NA,NA,NA,NA,"47.2079010009765625","7.5370941162109375","anonymous","DE","0","0","1.015","0","1","MSIE","11.0","Windows NT 6.3","2133x1200","0",NA,"1","34","18","2","-2","1","1","0","-99","0","0","-99","4,6,9","busabo","0","-99","3","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","6","1","2","3","4","5","1,3,7","-99","1,2,6","-99","-99","Qual2380-2904Switz",NA,"H","200716","b-11Ydn_ORiBtH9fDtdtd4M8krM","46624","True","2029",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-05 11:16:37","2019-06-05 11:22:39","0","100","361","1","2019-06-05 11:22:40","R_3ik7P3gPAzvzElC",NA,NA,NA,NA,"46.2021942138671875","6.1457061767578125","anonymous","EN-GB","0","0","2.153","0","1","Safari","12.1.1","Macintosh","1440x900","1","0","0","24","8","4","3","1","1","1","-99","2","0","-99","1,2,4","-99","4","-99","1","2","2","2","4","3","1","1","1","1","2","1","1","3","6","2","5","4","1","5,7","-99","9","Non","-99","Qual2380-2904Switz",NA,"H","200746","b-11Ydn_ORiBtH9fDtdtd4M8krM","141","True","361",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
